CommentId,Comment,PublishedTimeText,PublishedTime,AuthorName,AuthorChannelId,AuthorIsVerified,AuthorIsCreator,AuthorAvatarUrl,AuthorChannelUrl,Likes,Replies,Type
Ugwsvu-QWalxJm-eqp14AaABAg,"Aneh anak Sekolah pada libur tapi MBG tetap jalan..? yg makan siapa...satu hari dananya brp...ya..😅😅","5 months ago",2026-01-22T11:58:21.244Z,@nizwarnd1636,UCECh0qUACrBpzayVI432qLg,0,0,https://yt3.ggpht.com/ytc/AIdro_nNLGgxuicnZFOkWwwneHku738DM7FxQ8yuYGlCymHKhQs=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCECh0qUACrBpzayVI432qLg,12,0,comment
UgxI96TI0GATv6Vfg_V4AaABAg,"Sisa anggaran bagikan aja uangnya tuk siswa tuk beli seragam sekolah peralatan sekolah","5 months ago",2026-01-22T11:58:21.244Z,@acimspd2217,UCvAnbXZ7kzamO1XCNS5qwGA,0,0,https://yt3.ggpht.com/ytc/AIdro_n_bjA3S4f-QAsuwjvoiK19fFLCxWCG_FWjP8NjNm4=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCvAnbXZ7kzamO1XCNS5qwGA,4,0,comment
UgwtRVFLKgjhlJGuIEJ4AaABAg,"Program bancak an pejabat , alihkan ke korban bencana di Sumatra saja","5 months ago",2026-01-22T11:58:21.244Z,@agusanderson512,UC4EekTbVnYj2PfLAYh5UhLQ,0,0,https://yt3.ggpht.com/ytc/AIdro_mY8jFqBr7x6sk1aMeApQrLYqXCJ6MwB40ogh2vfHkEYO0=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UC4EekTbVnYj2PfLAYh5UhLQ,3,0,comment
UgxtnikTxFqC_MarJBd4AaABAg,"Setan2 anggaran MBG mulai gentayangan.","5 months ago",2026-01-22T11:58:21.244Z,@herytrianto1967,UCICOFL5_Fs4BpgQzpx-yWiA,0,0,https://yt3.ggpht.com/ytc/AIdro_nKkIBEl86bDoyoZYcEvMwbd0x5Axmi0i87zaV1WT0oqGA60CgbEDEinqUAaa9pb4TwIQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCICOFL5_Fs4BpgQzpx-yWiA,4,0,comment
UgwbCk6-7_wQ_bw2YdN4AaABAg,"Nggak pakai akal sehat....🎉🎉🎉","5 months ago",2026-01-22T11:58:21.244Z,@agusimamsantoso6764,UC0ZQ9ApCQsGv2UNitNVzKvw,0,0,https://yt3.ggpht.com/ytc/AIdro_mPlknjIncrgEpx1NIRT5eQ6w3dhISafRc9edToRyw=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UC0ZQ9ApCQsGv2UNitNVzKvw,4,0,comment
UgyRSM_B5eI80J545Mp4AaABAg,"Bukti MBG tidak efisien.tapi ladang KORUPSI","5 months ago",2026-01-22T11:58:21.244Z,@PutraAndi-sh8bf,UCsNeHdXeYhIi9Ay5-GocgnA,0,0,https://yt3.ggpht.com/ytc/AIdro_kQb66_r-tkBEn2iZDFhJ2GG4iHBNhSUfLuMmYXH4kfLpzB1eRO46tXEjwegiB59Ph2gg=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCsNeHdXeYhIi9Ay5-GocgnA,3,0,comment
UgxKBngWFKXz7WEMxud4AaABAg,"Pingin sekolah lagi, MBG diantar ke rumah. Usul mas Gibran ""kejar paket C"" juga terima MBG.","5 months ago",2026-01-22T11:58:21.244Z,@widiatmopetrus3444,UCoqNmkzncyd7fFOQ2koPO9g,0,0,https://yt3.ggpht.com/ytc/AIdro_kwYqrAECjCwlIAkL8Srwi4ugbU7e2XgYAbr_OdOvs=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCoqNmkzncyd7fFOQ2koPO9g,2,0,comment
UgzkIw7QdwXN97bmXL54AaABAg,"Setuju DPR..❤...hentikan GK sesuai😅😅😅","5 months ago",2026-01-22T11:58:21.244Z,@AkhmadJunaidi-p4m,UCsmYfD5BUxLP5Ukyd3GQX2A,0,0,https://yt3.ggpht.com/ytc/AIdro_n0P3r2dt_xOW7IMpld2RrxGBWw0u14CCrewTD_k6rGgh-rAJJjEjQc9tcAQhDqX28vZA=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCsmYfD5BUxLP5Ukyd3GQX2A,2,0,comment
Ugw3LDlDQ5mx14pp_YJ4AaABAg,"Sudah telat DPR .Skrang sudah libur .saya iklas pejabat korupsi..pasrah karna tuhan tak bisa menghukum orang korupsi..tuhan tidak mampu.","5 months ago",2026-01-22T11:58:21.244Z,@TOKbajil-3rf,UCNpUpD3OITcc5PVJbHJR5Fg,0,0,https://yt3.ggpht.com/bJPQOeEBIrw9Hhf7UJJYDsqqOHswlSMtafP0chgAEDMgM8n7lAqnvJi-KuwVhw52RGC4HVSm=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCNpUpD3OITcc5PVJbHJR5Fg,3,0,comment
Ugzd86rQhts2qsLV27F4AaABAg,"Wah seharusnya dana yg terbatas disalurkan ke bagian lain yang lebih perlu.","5 months ago",2026-01-22T11:58:21.244Z,@mahiramar,UCZS1kzWCIXZ0oyTYk4U_KFw,0,0,https://yt3.ggpht.com/ytc/AIdro_mmGcWy4ik8JVmdkEK9r710iRb_-ijEpLbAXSgE2oPjoGE=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCZS1kzWCIXZ0oyTYk4U_KFw,5,0,comment
UgyK-92j5gdasJejdLJ4AaABAg,"Gila gila, buang uang rakyat.","5 months ago",2026-01-22T11:58:21.244Z,@masyudi4032,UC5DmsQX3vWelRfCilghuMmA,0,0,https://yt3.ggpht.com/ytc/AIdro_kghj6IsyrE1N06BjvWWGHkFWkZx6Hv7zvTIEH4L9xL3Z2pxlwisykzJylXJN4sVl1laQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UC5DmsQX3vWelRfCilghuMmA,1,1,comment
UgyoqKS04iiBluWwPBd4AaABAg,"Sadar pak jgn cari peluang trs utk di korupsi siapa yg mau makan kalo sekolah libur.kalo gak ke serap ya balikin lagi aja anggaran nya pak. Otak kalo cuma sejengkal ya begini ini.","5 months ago",2026-01-22T11:58:21.244Z,@zuchrofyopi5666,UCP0ki8yWJ519Bt4pWxmd56A,0,0,https://yt3.ggpht.com/ytc/AIdro_n0YPxR8Y0bull7mFByCeS7VJcYaL261C7GEDMWdbQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCP0ki8yWJ519Bt4pWxmd56A,0,0,comment
